2025-12-15_17-22-17,0,Main.java:2025-12-15_17-22-17
2025-12-15_17-22-56,0,Main.java:2025-12-15_17-22-56
2025-12-15_17-23-27,0,Main.java:2025-12-15_17-23-27
2025-12-15_17-26-00,0,Main.java:2025-12-15_17-26-00
2025-12-15_17-33-47,0,Main.java:2025-12-15_17-33-47
2025-12-15_17-34-39,0,Main.java:2025-12-15_17-34-39
2025-12-15_17-35-18,0,Main.java:2025-12-15_17-35-18
2025-12-15_17-38-30,0,Main.java:2025-12-15_17-38-30
2025-12-15_17-38-43,0,Main.java:2025-12-15_17-38-43
2025-12-15_17-39-00,0,Main.java:2025-12-15_17-39-00
2025-12-15_17-39-15,0,Main.java:2025-12-15_17-39-15
2025-12-15_17-40-13,0,Main.java:2025-12-15_17-40-13
2025-12-15_17-41-26,0,Main.java:2025-12-15_17-41-26
2025-12-15_17-42-23,0,Main.java:2025-12-15_17-42-23
2025-12-15_17-42-32,0,Main.java:2025-12-15_17-42-32
2025-12-15_17-43-03,0,Main.java:2025-12-15_17-42-32
2025-12-15_17-43-35,0,Main.java:2025-12-15_17-43-35
2025-12-15_17-44-09,0,Main.java:2025-12-15_17-44-09
2025-12-15_17-45-22,0,Main.java:2025-12-15_17-45-22
2025-12-15_17-45-44,0,Main.java:2025-12-15_17-45-44
2025-12-15_17-45-58,0,Main.java:2025-12-15_17-45-58
2025-12-15_17-47-43,100,Main.java:2025-12-15_17-47-43
2025-12-15_17-53-32,100,Main.java:2025-12-15_17-47-43
2025-12-15_17-55-22,100,Main.java:2025-12-15_17-47-43
2025-12-15_17-55-50,100,Main.java:2025-12-15_17-47-43
2025-12-15_18-01-52,100,Main.java:2025-12-15_17-47-43
2025-12-15_18-12-40,100,Main.java:2025-12-15_17-47-43
2025-12-15_18-12-59,100,Main.java:2025-12-15_17-47-43
